coarse_n_segments	coarse_min_size	fine_n_segments	fine_min_size	beta	coarse_miou	fine_miou	fused_miou	coarse_acc	fine_acc	fused_acc	fused_iou_background	fused_iou_fibrin	fused_iou_granulation	fused_iou_callus
32	100	96	40	0.5	44.192430088706075	48.504944240745544	50.668936172973936	74.61283638617167	81.3545887069798	80.57449889351759	78.03957238682393	14.752169434665074	70.12582550093694	39.75817736946979
32	100	96	40	0.7	44.192430088706075	48.504944240745544	50.890336053955494	74.61283638617167	81.3545887069798	82.24747527205062	79.86515189178037	10.91353881095762	70.57297025677869	42.20968325630532
32	100	96	50	0.3	44.192430088706075	47.99516976311024	48.19046185232055	74.61283638617167	81.1371262746573	78.33641465908093	75.74935530559198	14.938351193569495	66.7671200539442	35.30702085617657
32	100	96	50	0.5	44.192430088706075	47.99516976311024	50.394701881154894	74.61283638617167	81.1371262746573	80.47638456389816	77.93687805594955	14.820934952107068	70.12582550093694	38.69516901562602
32	100	96	50	0.7	44.192430088706075	47.99516976311024	50.52186915622742	74.61283638617167	81.1371262746573	82.12151509703132	79.73463743353602	11.057908383930855	70.57297025677869	40.72196055066411
32	100	128	40	0.3	44.192430088706075	48.05326496446716	49.630809927774735	74.61283638617167	81.54696490372203	78.71029128911943	75.9932424953407	13.778907014088148	71.83340747990614	36.917682721763946
32	100	128	40	0.5	44.192430088706075	48.05326496446716	51.70267320693294	74.61283638617167	81.54696490372203	80.81413759622163	78.34656367048748	13.633504901393604	75.49979985338089	39.33082440246976
32	100	128	40	0.7	44.192430088706075	48.05326496446716	51.530991772104464	74.61283638617167	81.54696490372203	82.12446468849912	79.81274341398843	10.320577227453157	75.22552572079437	40.76512072618189
32	100	128	50	0.3	44.192430088706075	47.98671244448142	48.50406292864245	74.61283638617167	81.48567591506419	78.69635129677087	75.96161554902565	14.070998128654589	67.0445136479124	36.93912438897715
32	100	128	50	0.5	44.192430088706075	47.98671244448142	51.07736079708393	74.61283638617167	81.48567591506419	80.86251255270199	78.32194755229207	16.16571327038454	70.3959111624498	39.4258712032093
32	100	128	50	0.7	44.192430088706075	47.98671244448142	50.83557580354456	74.61283638617167	81.48567591506419	82.17283964497949	79.79643816642839	12.655075200243093	70.03008446007713	40.86070538742963
64	80	96	40	0.3	45.58234711004744	48.504944240745544	49.4218553471373	79.46990490139963	81.3545887069798	81.34307909473529	79.7317944294567	5.775356244761106	71.99042329515686	40.18984741917456
64	80	96	40	0.5	45.58234711004744	48.504944240745544	49.982650960037255	79.46990490139963	81.3545887069798	82.06306445515445	80.43516540416847	4.24375	74.15137210460736	41.1003163313732
64	80	96	40	0.7	45.58234711004744	48.504944240745544	49.85417866096039	79.46990490139963	81.3545887069798	82.14136174312316	80.43834854082706	4.1326841144248325	73.69547102112594	41.15021096746373
64	80	96	50	0.3	45.58234711004744	47.99516976311024	47.8242914669837	79.46990490139963	81.1371262746573	81.20372024506243	79.55938966819994	5.775356244761106	67.1910617421464	38.77135821282738
64	80	96	50	0.5	45.58234711004744	47.99516976311024	48.34826659203541	79.46990490139963	81.1371262746573	81.92296718393149	80.26219357698334	4.24375	69.20794729763354	39.67917549352476
64	80	96	50	0.7	45.58234711004744	47.99516976311024	48.227218167827026	79.46990490139963	81.1371262746573	82.0012644719002	80.26532205904276	4.1326841144248325	68.78243961971754	39.72842687812298
64	80	128	40	0.3	45.58234711004744	48.05326496446716	48.46092747287814	79.46990490139963	81.54696490372203	81.58162913923427	79.95960199271178	5.822775020511372	68.81957817774185	39.241754700547574
64	80	128	40	0.5	45.58234711004744	48.05326496446716	49.81330074196653	79.46990490139963	81.54696490372203	82.6084217116671	81.15825312297216	7.177590850289693	70.24988667625009	40.66747231835418
64	80	128	40	0.7	45.58234711004744	48.05326496446716	48.84661252797204	79.46990490139963	81.54696490372203	82.43597713952329	80.96286028467814	6.866772709298731	67.13234706538177	40.424470052529536
64	80	128	50	0.3	45.58234711004744	47.98671244448142	48.44621843932144	79.46990490139963	81.48567591506419	81.55283069878058	79.89325787528337	5.822775020511372	68.81957817774185	39.24926268374917
64	80	128	50	0.5	45.58234711004744	47.98671244448142	49.78518793580046	79.46990490139963	81.48567591506419	82.58558295266005	81.10670917378606	7.177590850289693	70.1465784282785	40.70987329084758
64	80	128	50	0.7	45.58234711004744	47.98671244448142	48.82293212350217	79.46990490139963	81.48567591506419	82.41313838051622	80.91132190482482	6.866772709298731	67.04931786830147	40.46431601158367
64	100	96	40	0.3	45.41463205983623	48.504944240745544	49.448173141594424	79.36646386947787	81.3545887069798	81.34282058931336	79.68441919075703	5.775356244761106	71.99042329515686	40.34249383570268
64	100	96	40	0.5	45.41463205983623	48.504944240745544	50.00838897712888	79.36646386947787	81.3545887069798	82.06167216288446	80.38779016546881	4.24375	74.15137210460736	41.25064363843936
64	100	96	40	0.7	45.41463205983623	48.504944240745544	49.87991667805202	79.36646386947787	81.3545887069798	82.13996945085317	80.3909733021274	4.1326841144248325	73.69547102112594	41.300538274529885
64	100	96	50	0.3	45.41463205983623	47.99516976311024	47.8097000848319	79.36646386947787	81.1371262746573	81.19550820424985	79.46342764653124	5.775356244761106	67.1910617421464	38.808954705888866
64	100	96	50	0.5	45.41463205983623	47.99516976311024	48.33320206880229	79.36646386947787	81.1371262746573	81.91362135627085	80.16543873009712	4.24375	69.20794729763354	39.71567224747846
64	100	96	50	0.7	45.41463205983623	47.99516976311024	48.21246311834022	79.36646386947787	81.1371262746573	81.99191864423956	80.16848758535049	4.1326841144248325	68.78243961971754	39.76624115386801
64	100	128	40	0.3	45.41463205983623	48.05326496446716	48.43498245971253	79.36646386947787	81.54696490372203	81.56997864316182	79.85073944826452	5.8624566836245675	68.80160872581013	39.2251249811509
64	100	128	40	0.5	45.41463205983623	48.05326496446716	49.7778207075599	79.36646386947787	81.54696490372203	82.59376522034842	81.04927576317064	7.177590850289693	70.23186865823206	40.65254755854723
64	100	128	40	0.7	45.41463205983623	48.05326496446716	48.81861063977753	79.36646386947787	81.54696490372203	82.4270564924793	80.8607872947164	6.866772709298731	67.12333805637275	40.42354449872228
64	100	128	50	0.3	45.41463205983623	47.98671244448142	48.41429655708282	79.36646386947787	81.48567591506419	81.53453440875728	79.71214078209925	5.8624566836245675	68.80160872581013	39.28098003679732
64	100	128	50	0.5	45.41463205983623	47.98671244448142	49.743938886678755	79.36646386947787	81.48567591506419	82.56428066739049	80.92400119985913	7.177590850289693	70.12856041026049	40.745603086305685
64	100	128	50	0.7	45.41463205983623	47.98671244448142	48.789336955593896	79.36646386947787	81.48567591506419	82.39757193952137	80.73496120313028	6.866772709298731	67.04030885929245	40.51530505065412
